customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_score,segment,cluster
15591,582,3,217.9,1,2,1,121,Hibernating / Lost,1
15592,46,1,388.58,3,1,2,312,Recent / New Customers,0
15593,70,1,199.8,3,1,1,311,Recent / New Customers,0
15594,15,5,1771.78,4,3,3,433,Champions,0
15595,487,1,357.59999999999997,1,1,2,112,Hibernating / Lost,1
15596,100,9,2727.72,2,4,4,244,At-Risk High Value,0
15597,34,2,563.37,3,2,2,322,Loyal Customers,0
15598,52,2,548.02,3,2,2,322,Loyal Customers,0
15599,26,3,1250.06,3,2,3,323,Loyal Customers,0
15600,427,4,1199.31,1,3,3,133,At-Risk High Value,1
15601,10,30,14191.74,4,4,4,444,Champions,0
15602,7,16,3137.96,4,4,4,444,Champions,0
15603,78,2,88.48,3,2,1,321,Loyal Customers,0
15604,51,1,216.39,3,1,1,311,Recent / New Customers,0
15605,35,9,1741.95,3,4,3,343,Champions,0
15606,60,17,5230.99,3,4,4,344,Champions,0
15607,336,9,1708.97,2,4,3,243,At-Risk High Value,1
15608,27,5,1785.98,3,3,3,333,Champions,0
15609,183,1,298.48,2,1,1,211,Hibernating / Lost,0
15610,51,1,112.46000000000001,3,1,1,311,Recent / New Customers,0
15611,9,26,2997.28,4,4,4,444,Champions,0
15612,35,2,195.15,3,2,1,321,Loyal Customers,0
15613,609,1,433.71999999999997,1,1,2,112,Hibernating / Lost,1
15614,437,4,3147.36,1,3,4,134,At-Risk High Value,1
15615,9,47,21373.97,4,4,4,444,Champions,0
15616,437,1,317.11,1,1,1,111,Hibernating / Lost,1
15617,395,3,828.55,1,2,2,122,Hibernating / Lost,1
15618,32,4,776.85,3,3,2,332,Loyal Customers,0
15619,10,1,336.4,4,1,1,411,Recent / New Customers,0
15620,56,4,1942.36,3,3,3,333,Champions,0
15621,3,4,1293.03,4,3,3,433,Champions,0
15622,42,17,7852.61,3,4,4,344,Champions,0
15623,140,8,2437.05,2,4,4,244,At-Risk High Value,0
15624,116,4,588.13,2,3,2,232,Needs Attention,0
15625,103,9,3236.4,2,4,4,244,At-Risk High Value,0
15626,74,3,1067.52,3,2,3,323,Loyal Customers,0
15627,456,2,566.9,1,2,2,122,Hibernating / Lost,1
15628,4,17,5333.08,4,4,4,444,Champions,0
15629,449,4,2240.9,1,3,3,133,At-Risk High Value,1
15630,44,3,1481.4,3,2,3,323,Loyal Customers,0
15631,641,1,596.67,1,1,2,112,Hibernating / Lost,1
15632,15,8,3285.31,4,4,4,444,Champions,0
15633,508,13,4335.96,1,4,4,144,At-Risk High Value,1
15634,16,2,554.65,4,2,2,422,Loyal Customers,0
15635,395,1,100.35,1,1,1,111,Hibernating / Lost,1
15636,89,4,1444.58,3,3,3,333,Champions,0
15637,52,5,797.59,3,3,2,332,Loyal Customers,0
15638,378,6,2265.2,2,3,4,234,At-Risk High Value,1
15639,133,3,1065.08,2,2,3,223,Hibernating / Lost,0
15640,3,29,23494.31,4,4,4,444,Champions,0
15641,104,12,5345.55,2,4,4,244,At-Risk High Value,0
15642,729,1,105.77999999999999,1,1,1,111,Hibernating / Lost,1
15643,191,3,664.0,2,2,2,222,Hibernating / Lost,0
15644,165,4,803.54,2,3,2,232,Needs Attention,0
15645,18,3,1055.17,4,2,3,423,Loyal Customers,0
15646,157,5,784.81,2,3,2,232,Needs Attention,0
15647,414,1,169.0,1,1,1,111,Hibernating / Lost,1
15648,203,2,639.5,2,2,2,222,Hibernating / Lost,0
15649,335,4,1660.35,2,3,3,233,At-Risk High Value,1
15650,521,2,553.88,1,2,2,122,Hibernating / Lost,1
15651,36,5,1259.06,3,3,3,333,Champions,0
15652,90,5,1405.94,3,3,3,333,Champions,0
15653,92,2,877.44,3,2,3,323,Loyal Customers,0
15654,8,2,922.53,4,2,3,423,Loyal Customers,0
15655,242,1,560.67,2,1,2,212,Hibernating / Lost,0
15656,44,4,748.5,3,3,2,332,Loyal Customers,0
15657,22,1,30.0,4,1,1,411,Recent / New Customers,0
15658,189,8,2117.27,2,4,3,243,At-Risk High Value,0
15659,43,3,532.49,3,2,2,322,Loyal Customers,0
15660,24,15,2603.69,4,4,4,444,Champions,0
15661,316,8,1215.95,2,4,3,243,At-Risk High Value,1
15662,660,2,283.73,1,2,1,121,Hibernating / Lost,1
15663,105,1,138.14,2,1,1,211,Hibernating / Lost,0
15664,50,4,1254.03,3,3,3,333,Champions,0
15665,167,5,3987.07,2,3,4,234,At-Risk High Value,0
15666,471,2,632.9399999999999,1,2,2,122,Hibernating / Lost,1
15667,39,1,301.32,3,1,1,311,Recent / New Customers,0
15668,217,1,76.32,2,1,1,211,Hibernating / Lost,0
15669,39,4,684.34,3,3,2,332,Loyal Customers,0
15670,296,2,325.2,2,2,1,221,Hibernating / Lost,1
15671,18,7,2657.13,4,4,4,444,Champions,0
15672,724,1,45.3,1,1,1,111,Hibernating / Lost,1
15673,87,9,6204.32,3,4,4,344,Champions,0
15674,72,13,6948.23,3,4,4,344,Champions,0
15675,80,4,542.04,3,3,2,332,Loyal Customers,0
15676,18,3,3435.7599999999998,4,2,4,424,Loyal Customers,0
15677,48,3,1305.6299999999999,3,2,3,323,Loyal Customers,0
15678,52,3,1825.94,3,2,3,323,Loyal Customers,0
15679,23,4,781.28,4,3,2,432,Loyal Customers,0
15680,8,10,4028.69,4,4,4,444,Champions,0
15681,24,14,2989.7,4,4,4,444,Champions,0
15682,598,2,318.24,1,2,1,121,Hibernating / Lost,1
15683,116,2,524.54,2,2,2,222,Hibernating / Lost,0
15684,546,3,173.95,1,2,1,121,Hibernating / Lost,1
15685,449,1,55.980000000000004,1,1,1,111,Hibernating / Lost,1
15686,419,1,90.0,1,1,1,111,Hibernating / Lost,1
15687,8,9,2993.1,4,4,4,444,Champions,0
15688,418,1,190.57,1,1,1,111,Hibernating / Lost,1
15689,119,3,521.03,2,2,2,222,Hibernating / Lost,0
15690,3,2,239.76,4,2,1,421,Loyal Customers,0
15691,251,4,571.3,2,3,2,232,Needs Attention,0
15692,27,1,191.04,3,1,1,311,Recent / New Customers,0
15693,658,1,37.5,1,1,1,111,Hibernating / Lost,1
15694,0,24,9978.48,4,4,4,444,Champions,0
15695,266,4,1131.04,2,3,3,233,At-Risk High Value,1
15696,32,13,3881.22,3,4,4,344,Champions,0
15697,689,1,246.75,1,1,1,111,Hibernating / Lost,1
15698,623,1,46.2,1,1,1,111,Hibernating / Lost,1
15699,17,1,309.65,4,1,1,411,Recent / New Customers,0
15700,171,2,696.68,2,2,2,222,Hibernating / Lost,0
15701,1,4,1529.0,4,3,3,433,Champions,0
15702,475,2,140.39,1,2,1,121,Hibernating / Lost,1
15703,264,1,211.5,2,1,1,211,Hibernating / Lost,1
15704,139,6,3734.66,2,3,4,234,At-Risk High Value,0
15705,200,1,143.1,2,1,1,211,Hibernating / Lost,0
15706,63,4,1060.56,3,3,3,333,Champions,0
15707,34,4,916.98,3,3,3,333,Champions,0
15708,40,9,3887.15,3,4,4,344,Champions,0
15709,283,2,327.85,2,2,1,221,Hibernating / Lost,1
15710,416,1,898.87,1,1,3,113,Hibernating / Lost,1
15711,556,2,420.25,1,2,2,122,Hibernating / Lost,1
15712,8,12,3472.41,4,4,4,444,Champions,0
15713,142,4,839.64,2,3,2,232,Needs Attention,0
15714,11,5,783.96,4,3,2,432,Loyal Customers,0
15715,555,5,658.02,1,3,2,132,Needs Attention,1
15716,145,11,2485.26,2,4,4,244,At-Risk High Value,0
15717,233,5,607.0,2,3,2,232,Needs Attention,0
15718,539,1,293.79,1,1,1,111,Hibernating / Lost,1
15719,32,31,10195.97,3,4,4,344,Champions,0
15720,23,2,739.22,4,2,2,422,Loyal Customers,0
15721,11,1,471.4,4,1,2,412,Recent / New Customers,0
15722,35,11,5234.0,3,4,4,344,Champions,0
15723,364,4,930.7,2,3,3,233,At-Risk High Value,1
15724,200,3,310.85,2,2,1,221,Hibernating / Lost,0
15725,14,1,415.25,4,1,2,412,Recent / New Customers,0
15726,389,1,321.91,1,1,1,111,Hibernating / Lost,1
15727,16,15,9371.71,4,4,4,444,Champions,0
15728,379,2,544.6,2,2,2,222,Hibernating / Lost,1
15729,212,3,192.55,2,2,1,221,Hibernating / Lost,0
15730,65,5,1726.58,3,3,3,333,Champions,0
15731,553,1,125.3,1,1,1,111,Hibernating / Lost,1
15732,211,10,1543.97,2,4,3,243,At-Risk High Value,0
15733,282,1,162.3,2,1,1,211,Hibernating / Lost,1
15734,114,4,2263.3,2,3,4,234,At-Risk High Value,0
15735,420,1,327.68,1,1,1,111,Hibernating / Lost,1
15736,434,2,1767.12,1,2,3,123,Hibernating / Lost,1
15737,14,8,1188.12,4,4,3,443,Champions,0
15738,18,41,13043.32,4,4,4,444,Champions,0
15739,65,1,449.12,3,1,2,312,Recent / New Customers,0
15740,48,1,154.88,3,1,1,311,Recent / New Customers,0
15741,457,2,208.62,1,2,1,121,Hibernating / Lost,1
15742,618,1,156.87,1,1,1,111,Hibernating / Lost,1
15743,15,4,775.96,4,3,2,432,Loyal Customers,0
15744,77,1,34.8,3,1,1,311,Recent / New Customers,0
15745,18,4,1094.59,4,3,3,433,Champions,0
15746,133,1,196.88,2,1,1,211,Hibernating / Lost,0
15747,12,9,2499.81,4,4,4,444,Champions,0
15748,39,3,609.81,3,2,2,322,Loyal Customers,0
15749,234,3,44534.3,2,2,4,224,Hibernating / Lost,0
15750,2,18,6452.99,4,4,4,444,Champions,0
15751,460,11,1380.44,1,4,3,143,At-Risk High Value,1
15752,39,9,3924.91,3,4,4,344,Champions,0
15753,304,1,79.2,2,1,1,211,Hibernating / Lost,1
15754,50,9,3037.61,3,4,4,344,Champions,0
15755,9,17,5993.12,4,4,4,444,Champions,0
15756,60,4,528.01,3,3,2,332,Loyal Customers,0
15757,65,6,2940.36,3,3,4,334,Champions,0
15758,24,1,205.25,4,1,1,411,Recent / New Customers,0
15759,217,7,830.93,2,4,2,242,Needs Attention,0
15760,630,2,13916.34,1,2,4,124,Hibernating / Lost,1
15761,442,1,143.05,1,1,1,111,Hibernating / Lost,1
15762,64,2,583.75,3,2,2,322,Loyal Customers,0
15763,31,2,1086.92,3,2,3,323,Loyal Customers,0
15764,87,8,4503.08,3,4,4,344,Champions,0
15765,666,1,370.63,1,1,2,112,Hibernating / Lost,1
15766,63,3,831.0600000000001,3,3,2,332,Loyal Customers,0
15768,115,34,15308.89,2,4,4,244,At-Risk High Value,0
15769,6,46,88612.52,4,4,4,444,Champions,3
15770,612,1,321.45,1,1,1,111,Hibernating / Lost,1
15771,603,3,1006.54,1,3,3,133,At-Risk High Value,1
15772,417,1,280.88,1,1,1,111,Hibernating / Lost,1
15773,5,2,774.52,4,2,2,422,Loyal Customers,0
15774,68,6,1288.34,3,3,3,333,Champions,0
15775,244,2,150.5,2,2,1,221,Hibernating / Lost,0
15776,132,1,241.62,2,1,1,211,Hibernating / Lost,0
15777,240,7,1762.61,2,4,3,243,At-Risk High Value,0
15778,430,1,307.95,1,1,1,111,Hibernating / Lost,1
15779,462,2,124.08,1,2,1,121,Hibernating / Lost,1
15780,183,3,475.28000000000003,2,3,2,232,Needs Attention,0
15781,24,3,345.46,4,3,2,432,Loyal Customers,0
15782,9,4,4014.1,4,3,4,434,Champions,0
15783,10,1,246.3,4,1,1,411,Recent / New Customers,0
15784,467,2,848.33,1,2,2,122,Hibernating / Lost,1
15785,32,16,5969.93,3,4,4,344,Champions,0
15786,45,5,8501.62,3,3,4,334,Champions,0
15787,25,3,933.26,4,3,3,433,Champions,0
15788,508,1,221.82999999999998,1,1,1,111,Hibernating / Lost,1
15789,357,6,1962.01,2,3,3,233,At-Risk High Value,1
15790,9,1,218.75,4,1,1,411,Recent / New Customers,0
15791,43,5,3608.34,3,3,4,334,Champions,0
15792,399,2,933.84,1,2,3,123,Hibernating / Lost,1
15793,14,8,2399.57,4,4,4,444,Champions,0
15794,735,2,777.0,1,2,2,122,Hibernating / Lost,1
15795,149,8,1979.87,2,4,3,243,At-Risk High Value,0
15796,0,17,5171.63,4,4,4,444,Champions,0
15797,112,6,2821.08,2,3,4,234,At-Risk High Value,0
15798,492,3,1535.37,1,3,3,133,At-Risk High Value,1
15799,75,4,1421.34,3,3,3,333,Champions,0
15800,106,7,1227.07,2,4,3,243,At-Risk High Value,0
15801,45,3,1063.95,3,3,3,333,Champions,0
15802,142,1,451.42,2,1,2,212,Hibernating / Lost,0
15803,50,4,1929.66,3,3,3,333,Champions,0
15804,0,13,4206.39,4,4,4,444,Champions,0
15805,22,30,10148.93,4,4,4,444,Champions,0
15806,45,3,784.58,3,3,2,332,Loyal Customers,0
15807,49,5,1817.52,3,3,3,333,Champions,0
15808,305,21,17180.25,2,4,4,244,At-Risk High Value,0
15809,35,7,1274.44,3,4,3,343,Champions,0
15810,78,8,2999.04,3,4,4,344,Champions,0
15811,21,7,3486.15,4,4,4,444,Champions,0
15812,106,12,5201.47,2,4,4,244,At-Risk High Value,0
15813,207,2,1303.9099999999999,2,2,3,223,Hibernating / Lost,0
15814,16,6,2634.44,4,3,4,434,Champions,0
15815,63,5,2100.6,3,3,3,333,Champions,0
15816,541,2,144.15,1,2,1,121,Hibernating / Lost,1
15817,420,3,2766.4,1,3,4,134,At-Risk High Value,1
15818,587,1,340.5,1,1,1,111,Hibernating / Lost,1
15819,48,10,3934.79,3,4,4,344,Champions,0
15820,319,1,206.98,2,1,1,211,Hibernating / Lost,1
15821,43,2,570.96,3,2,2,322,Loyal Customers,0
15822,2,6,1840.06,4,3,3,433,Champions,0
15823,371,3,3882.17,2,3,4,234,At-Risk High Value,1
15824,452,2,890.94,1,2,3,123,Hibernating / Lost,1
15825,171,1,532.94,2,1,2,212,Hibernating / Lost,0
15826,55,4,2598.28,3,3,4,334,Champions,0
15827,72,28,3603.14,3,4,4,344,Champions,0
15828,374,1,1108.82,2,1,3,213,Hibernating / Lost,1
15829,98,2,636.14,2,2,2,222,Hibernating / Lost,0
15830,37,1,576.0,3,1,2,312,Recent / New Customers,0
15831,57,3,794.64,3,3,2,332,Loyal Customers,0
15832,253,1,836.79,2,1,2,212,Hibernating / Lost,1
15833,737,1,80.4,1,1,1,111,Hibernating / Lost,1
15834,69,7,3764.39,3,4,4,344,Champions,0
15835,43,4,954.09,3,3,3,333,Champions,0
15836,49,1,137.37,3,1,1,311,Recent / New Customers,0
15837,64,2,777.01,3,2,2,322,Loyal Customers,0
15838,10,34,73205.5,4,4,4,444,Champions,3
15839,32,3,1048.49,3,3,3,333,Champions,0
15840,58,2,355.56,3,2,2,322,Loyal Customers,0
15841,72,9,2742.41,3,4,4,344,Champions,0
15842,392,2,548.8,1,2,2,122,Hibernating / Lost,1
15843,303,1,118.95,2,1,1,211,Hibernating / Lost,1
15844,45,1,130.74,3,1,1,311,Recent / New Customers,0
15845,17,11,4426.28,4,4,4,444,Champions,0
15846,384,1,107.01,1,1,1,111,Hibernating / Lost,1
15847,37,5,822.5699999999999,3,3,2,332,Loyal Customers,0
15848,621,1,137.99,1,1,1,111,Hibernating / Lost,1
15850,18,6,1006.75,4,3,3,433,Champions,0
15851,526,1,109.73,1,1,1,111,Hibernating / Lost,1
15852,186,3,257.26,2,3,1,231,Needs Attention,0
15853,51,1,110.8,3,1,1,311,Recent / New Customers,0
15854,3,21,5578.28,4,4,4,444,Champions,0
15855,136,6,1052.72,2,3,3,233,At-Risk High Value,0
15856,3,52,32275.95,4,4,4,444,Champions,0
15857,18,2,570.48,4,2,2,422,Loyal Customers,0
15858,15,13,3552.41,4,4,4,444,Champions,0
15859,431,1,438.46,1,1,2,112,Hibernating / Lost,1
15860,40,17,2361.3,3,4,4,344,Champions,0
15861,11,12,4369.2,4,4,4,444,Champions,0
15862,7,13,2512.29,4,4,4,444,Champions,0
15863,25,5,355.1,4,3,2,432,Loyal Customers,0
15864,21,7,2180.7599999999998,4,4,3,443,Champions,0
15865,40,5,2241.42,3,3,3,333,Champions,0
15866,100,1,211.89,2,1,1,211,Hibernating / Lost,0
15867,4,31,8923.3,4,4,4,444,Champions,0
15868,582,1,94.53,1,1,1,111,Hibernating / Lost,1
15869,276,3,321.11,2,3,1,231,Needs Attention,1
15870,32,4,857.46,3,3,2,332,Loyal Customers,0
15871,436,1,33.099999999999994,1,1,1,111,Hibernating / Lost,1
15872,14,4,729.25,4,3,2,432,Loyal Customers,0
15873,499,4,313.91999999999996,1,3,1,131,Needs Attention,1
15874,63,21,11284.76,3,4,4,344,Champions,0
15875,645,1,108.52,1,1,1,111,Hibernating / Lost,1
15876,408,2,1449.14,1,2,3,123,Hibernating / Lost,1
15877,1,2,490.33,4,2,2,422,Loyal Customers,0
15878,561,2,330.77,1,2,1,121,Hibernating / Lost,1
15879,403,4,1137.8,1,3,3,133,At-Risk High Value,1
15880,368,1,329.03,2,1,1,211,Hibernating / Lost,1
15881,311,5,501.39,2,3,2,232,Needs Attention,1
15882,198,8,1124.66,2,4,3,243,At-Risk High Value,0
15883,1,2,396.48,4,2,2,422,Loyal Customers,0
15884,431,2,244.6,1,2,1,121,Hibernating / Lost,1
15885,92,15,1951.82,3,4,3,343,Champions,0
15886,59,4,1052.87,3,3,3,333,Champions,0
15887,406,3,1027.15,1,3,3,133,At-Risk High Value,1
15888,80,3,429.16,3,3,2,332,Loyal Customers,0
15889,156,8,1427.6,2,4,3,243,At-Risk High Value,0
15890,394,5,535.65,1,3,2,132,Needs Attention,1
15891,226,1,511.68,2,1,2,212,Hibernating / Lost,0
15892,668,1,128.2,1,1,1,111,Hibernating / Lost,1
15893,481,1,305.28,1,1,1,111,Hibernating / Lost,1
15894,252,2,258.25,2,2,1,221,Hibernating / Lost,0
15895,149,1,179.17,2,1,1,211,Hibernating / Lost,0
15897,193,2,208.59,2,2,1,221,Hibernating / Lost,0
15898,0,25,4996.45,4,4,4,444,Champions,0
15899,368,1,56.25,2,1,1,211,Hibernating / Lost,1
15900,23,4,886.57,4,3,3,433,Champions,0
15901,16,7,687.72,4,4,2,442,Loyal Customers,0
15902,379,1,145.01,2,1,1,211,Hibernating / Lost,1
15903,9,12,8939.84,4,4,4,444,Champions,0
15904,7,1,164.68,4,1,1,411,Recent / New Customers,0
15905,542,1,114.69,1,1,1,111,Hibernating / Lost,1
15906,19,10,2530.19,4,4,4,444,Champions,0
15907,3,3,882.72,4,3,3,433,Champions,0
15908,490,2,758.62,1,2,2,122,Hibernating / Lost,1
15909,173,1,191.94,2,1,1,211,Hibernating / Lost,0
15910,0,15,2661.17,4,4,4,444,Champions,0
15911,623,8,1700.24,1,4,3,143,At-Risk High Value,1
15912,177,9,1074.7,2,4,3,243,At-Risk High Value,0
15913,533,1,6.3,1,1,1,111,Hibernating / Lost,1
15914,377,2,205.99,2,2,1,221,Hibernating / Lost,1
15915,401,1,364.45,1,1,2,112,Hibernating / Lost,1
15916,15,13,3145.24,4,4,4,444,Champions,0
15917,247,5,530.17,2,3,2,232,Needs Attention,0
15918,190,3,582.88,2,3,2,232,Needs Attention,0
15919,19,2,525.69,4,2,2,422,Loyal Customers,0
15920,153,9,569.14,2,4,2,242,Needs Attention,0
15921,172,4,775.26,2,3,2,232,Needs Attention,0
15922,372,1,369.5,2,1,2,212,Hibernating / Lost,1
15923,372,1,127.08,2,1,1,211,Hibernating / Lost,1
15924,730,1,102.82,1,1,1,111,Hibernating / Lost,1
15925,193,1,207.15,2,1,1,211,Hibernating / Lost,0
15926,541,1,134.44,1,1,1,111,Hibernating / Lost,1
15927,646,1,106.53999999999999,1,1,1,111,Hibernating / Lost,1
15928,655,1,293.53,1,1,1,111,Hibernating / Lost,1
15929,643,1,594.0,1,1,2,112,Hibernating / Lost,1
15930,66,1,426.63,3,1,2,312,Recent / New Customers,0
15931,427,1,239.9,1,1,1,111,Hibernating / Lost,1
15932,3,8,2495.87,4,4,4,444,Champions,0
15933,20,3,1107.46,4,3,3,433,Champions,0
15934,417,2,2190.66,1,2,3,123,Hibernating / Lost,1
15935,238,2,416.86,2,2,2,222,Hibernating / Lost,0
15936,378,2,282.79,2,2,1,221,Hibernating / Lost,1
15937,63,1,145.35,3,1,1,311,Recent / New Customers,0
15938,111,9,734.81,2,4,2,242,Needs Attention,0
15939,89,16,9060.39,3,4,4,344,Champions,0
15940,310,1,35.8,2,1,1,211,Hibernating / Lost,1
15941,636,1,405.0,1,1,2,112,Hibernating / Lost,1
15942,133,1,337.44,2,1,1,211,Hibernating / Lost,0
15943,649,2,271.28999999999996,1,2,1,121,Hibernating / Lost,1
15944,276,4,2164.24,2,3,3,233,At-Risk High Value,1
15945,364,4,646.27,2,3,2,232,Needs Attention,1
15946,502,3,2304.18,1,3,4,134,At-Risk High Value,1
15947,82,1,1708.24,3,1,3,313,Recent / New Customers,0
15948,7,3,1509.09,4,3,3,433,Champions,0
15949,16,2,364.71999999999997,4,2,2,422,Loyal Customers,0
15950,31,10,7120.91,3,4,4,344,Champions,0
15951,8,3,1013.17,4,3,3,433,Champions,0
15952,33,4,781.91,3,3,2,332,Loyal Customers,0
15953,14,18,3440.34,4,4,4,444,Champions,0
15954,588,1,190.75,1,1,1,111,Hibernating / Lost,1
15955,23,22,8085.9800000000005,4,4,4,444,Champions,0
15956,550,2,617.6,1,2,2,122,Hibernating / Lost,1
15957,31,3,921.25,3,3,3,333,Champions,0
15958,73,4,462.12,3,3,2,332,Loyal Customers,0
15959,681,3,542.89,1,3,2,132,Needs Attention,1
15960,373,4,410.95,2,3,2,232,Needs Attention,1
15961,378,1,451.28999999999996,2,1,2,212,Hibernating / Lost,1
15962,448,1,289.48,1,1,1,111,Hibernating / Lost,1
15963,19,2,470.76,4,2,2,422,Loyal Customers,0
15964,662,1,269.21,1,1,1,111,Hibernating / Lost,1
15965,16,13,2771.94,4,4,4,444,Champions,0
15966,450,1,426.53,1,1,2,112,Hibernating / Lost,1
15967,22,12,2966.0,4,4,4,444,Champions,0
15968,387,1,404.55,1,1,2,112,Hibernating / Lost,1
15969,2,5,1127.05,4,3,3,433,Champions,0
15970,303,2,1017.3199999999999,2,2,3,223,Hibernating / Lost,1
15971,17,18,5902.83,4,4,4,444,Champions,0
15972,455,5,1769.33,1,3,3,133,At-Risk High Value,1
15973,366,3,680.62,2,3,2,232,Needs Attention,1
15974,38,7,3442.15,3,4,4,344,Champions,0
15975,83,1,371.01,3,1,2,312,Recent / New Customers,0
15976,164,6,1694.41,2,3,3,233,At-Risk High Value,0
15977,16,2,1054.73,4,2,3,423,Loyal Customers,0
15978,76,3,3279.42,3,3,4,334,Champions,0
15979,602,1,329.21999999999997,1,1,1,111,Hibernating / Lost,1
15980,88,7,6543.68,3,4,4,344,Champions,0
15981,24,21,9362.77,4,4,4,444,Champions,0
15982,604,1,324.51,1,1,1,111,Hibernating / Lost,1
15983,21,8,3110.37,4,4,4,444,Champions,0
15984,2,30,8393.02,4,4,4,444,Champions,0
15985,122,7,2715.2799999999997,2,4,4,244,At-Risk High Value,0
15986,29,2,354.42,3,2,2,322,Loyal Customers,0
15987,11,8,1535.99,4,4,3,443,Champions,0
15988,18,3,738.89,4,3,2,432,Loyal Customers,0
15989,375,2,368.31,2,2,2,222,Hibernating / Lost,1
15990,43,7,1997.75,3,4,3,343,Champions,0
15991,533,1,150.55,1,1,1,111,Hibernating / Lost,1
15992,3,3,896.6,4,3,3,433,Champions,0
15993,8,7,2777.67,4,4,4,444,Champions,0
15994,54,3,1175.68,3,3,3,333,Champions,0
15995,413,1,694.54,1,1,2,112,Hibernating / Lost,1
15996,87,7,1386.4,3,4,3,343,Champions,0
15998,36,16,8274.14,3,4,4,344,Champions,0
15999,735,1,20.4,1,1,1,111,Hibernating / Lost,1
16000,2,3,12393.7,4,3,4,434,Champions,0
16001,380,1,583.39,1,1,2,112,Hibernating / Lost,1
16002,624,1,169.21,1,1,1,111,Hibernating / Lost,1
16003,29,10,5613.83,3,4,4,344,Champions,0
16004,474,5,2146.39,1,3,3,133,At-Risk High Value,1
16005,11,10,2365.49,4,4,4,444,Champions,0
16006,210,2,332.82,2,2,1,221,Hibernating / Lost,0
16007,47,7,3053.06,3,4,4,344,Champions,0
16008,23,15,5339.13,4,4,4,444,Champions,0
16009,21,4,972.11,4,3,3,433,Champions,0
16010,245,11,1694.86,2,4,3,243,At-Risk High Value,0
16011,7,29,5601.01,4,4,4,444,Champions,0
16012,34,5,2978.59,3,3,4,334,Champions,0
16013,3,84,56078.44,4,4,4,444,Champions,3
16014,37,5,1100.28,3,3,3,333,Champions,0
16015,3,3,704.55,4,3,2,432,Loyal Customers,0
16016,2,11,2083.4,4,4,3,443,Champions,0
16017,46,5,1545.58,3,3,3,333,Champions,0
16018,38,4,698.13,3,3,2,332,Loyal Customers,0
16019,46,27,17329.16,3,4,4,344,Champions,0
16020,16,3,851.01,4,3,2,432,Loyal Customers,0
16021,394,2,487.03,1,2,2,122,Hibernating / Lost,1
16022,259,1,602.63,2,1,2,212,Hibernating / Lost,1
16023,45,3,719.81,3,3,2,332,Loyal Customers,0
16024,11,3,483.99,4,3,2,432,Loyal Customers,0
16025,29,1,439.65999999999997,3,1,2,312,Recent / New Customers,0
16026,42,1,236.09,3,1,1,311,Recent / New Customers,0
16027,91,15,2048.36,3,4,3,343,Champions,0
16028,595,1,82.2,1,1,1,111,Hibernating / Lost,1
16029,38,107,117763.62,3,4,4,344,Champions,3
16030,309,1,331.24,2,1,1,211,Hibernating / Lost,1
16031,91,2,547.9,3,2,2,322,Loyal Customers,0
16032,455,6,1965.72,1,3,3,133,At-Risk High Value,1
16033,5,27,10608.81,4,4,4,444,Champions,0
16034,195,6,911.32,2,3,3,233,At-Risk High Value,0
16035,559,1,217.73,1,1,1,111,Hibernating / Lost,1
16036,86,4,2556.84,3,3,4,334,Champions,0
16037,269,5,1509.34,2,3,3,233,At-Risk High Value,1
16038,7,3,471.78,4,3,2,432,Loyal Customers,0
16039,423,2,456.4,1,2,2,122,Hibernating / Lost,1
16040,64,7,2416.9,3,4,4,344,Champions,0
16041,30,3,3166.4,3,3,4,334,Champions,0
16042,21,8,2245.32,4,4,3,443,Champions,0
16043,37,8,1856.59,3,4,3,343,Champions,0
16044,434,1,340.84,1,1,1,111,Hibernating / Lost,1
16045,119,8,3434.93,2,4,4,244,At-Risk High Value,0
16046,561,1,235.78,1,1,1,111,Hibernating / Lost,1
16047,681,1,107.14,1,1,1,111,Hibernating / Lost,1
16048,372,4,818.79,2,3,2,232,Needs Attention,1
16049,39,6,1852.15,3,3,3,333,Champions,0
16050,173,3,300.7,2,3,1,231,Needs Attention,0
16051,681,1,188.44,1,1,1,111,Hibernating / Lost,1
16052,53,1,362.06,3,1,2,312,Recent / New Customers,0
16053,32,6,3634.84,3,3,4,334,Champions,0
16054,144,4,2111.88,2,3,3,233,At-Risk High Value,0
16055,220,1,134.8,2,1,1,211,Hibernating / Lost,0
16056,44,1,650.75,3,1,2,312,Recent / New Customers,0
16057,15,10,3854.85,4,4,4,444,Champions,0
16058,405,1,62.7,1,1,1,111,Hibernating / Lost,1
16059,65,12,3053.57,3,4,4,344,Champions,0
16060,400,3,541.95,1,3,2,132,Needs Attention,1
16061,430,1,89.65,1,1,1,111,Hibernating / Lost,1
16062,9,8,2863.45,4,4,4,444,Champions,0
16063,259,1,335.32,2,1,1,211,Hibernating / Lost,1
16064,724,1,109.31,1,1,1,111,Hibernating / Lost,1
16065,364,8,1992.1299999999999,2,4,3,243,At-Risk High Value,1
16066,16,5,1521.04,4,3,3,433,Champions,0
16067,562,3,3269.11,1,3,4,134,At-Risk High Value,1
16068,593,1,115.73,1,1,1,111,Hibernating / Lost,1
16069,417,1,457.7,1,1,2,112,Hibernating / Lost,1
16070,21,2,852.15,4,2,2,422,Loyal Customers,0
16071,44,4,1076.8,3,3,3,333,Champions,0
16072,287,4,4180.09,2,3,4,234,At-Risk High Value,1
